

layer     filters    size              input                output
   0 conv     16  3 x 3 / 1   416 x 416 x   3   ->   416 x 416 x  16 0.150 BF
   1 max          2 x 2 / 2   416 x 416 x  16   ->   208 x 208 x  16 0.003 BF
   2 conv     32  3 x 3 / 1   208 x 208 x  16   ->   208 x 208 x  32 0.399 BF
   3 max          2 x 2 / 2   208 x 208 x  32   ->   104 x 104 x  32 0.001 BF
   4 conv     64  3 x 3 / 1   104 x 104 x  32   ->   104 x 104 x  64 0.399 BF
   5 max          2 x 2 / 2   104 x 104 x  64   ->    52 x  52 x  64 0.001 BF
   6 conv    128  3 x 3 / 1    52 x  52 x  64   ->    52 x  52 x 128 0.399 BF
   7 max          2 x 2 / 2    52 x  52 x 128   ->    26 x  26 x 128 0.000 BF
   8 conv    256  3 x 3 / 1    26 x  26 x 128   ->    26 x  26 x 256 0.399 BF
   9 max          2 x 2 / 2    26 x  26 x 256   ->    13 x  13 x 256 0.000 BF
  10 conv    512  3 x 3 / 1    13 x  13 x 256   ->    13 x  13 x 512 0.399 BF
  11 max          2 x 2 / 1    13 x  13 x 512   ->    13 x  13 x 512 0.000 BF
  12 conv   1024  3 x 3 / 1    13 x  13 x 512   ->    13 x  13 x1024 1.595 BF
  13 conv    256  1 x 1 / 1    13 x  13 x1024   ->    13 x  13 x 256 0.089 BF
  14 conv    512  3 x 3 / 1    13 x  13 x 256   ->    13 x  13 x 512 0.399 BF
  15 conv     18  1 x 1 / 1    13 x  13 x 512   ->    13 x  13 x  18 0.003 BF
  16 yolo
  17 route  13
  18 conv    128  1 x 1 / 1    13 x  13 x 256   ->    13 x  13 x 128 0.011 BF
  19 upsample            2x    13 x  13 x 128   ->    26 x  26 x 128
  20 route  19 8
  21 conv    256  3 x 3 / 1    26 x  26 x 384   ->    26 x  26 x 256 1.196 BF
  22 conv     18  1 x 1 / 1    26 x  26 x 256   ->    26 x  26 x  18 0.006 BF
  23 yolo
Total BFLOPS 5.448 
 Allocate additional workspace_size = 24.92 MB 
Loading weights from backup/yolo3-tiny-onlab_0511_last.weights...
 seen 64 
Done!
    0     1     1	RPs/Img: 7.00	IOU: 74.12%	Recall:100.00%
    1     3     3	RPs/Img: 13.00	IOU: 74.49%	Recall:100.00%
    2     4     4	RPs/Img: 29.67	IOU: 70.34%	Recall:100.00%
    3     7     7	RPs/Img: 35.00	IOU: 68.29%	Recall:100.00%
    4    13    15	RPs/Img: 47.20	IOU: 60.92%	Recall:86.67%
    5    20    22	RPs/Img: 56.83	IOU: 64.66%	Recall:90.91%
    6    25    28	RPs/Img: 62.71	IOU: 65.75%	Recall:89.29%
    7    29    32	RPs/Img: 60.75	IOU: 66.15%	Recall:90.62%
    8    33    37	RPs/Img: 58.89	IOU: 65.52%	Recall:89.19%
    9    34    38	RPs/Img: 53.60	IOU: 65.71%	Recall:89.47%
   10    35    39	RPs/Img: 56.00	IOU: 65.94%	Recall:89.74%
   11    36    40	RPs/Img: 53.42	IOU: 65.60%	Recall:90.00%
   12    47    53	RPs/Img: 57.77	IOU: 64.21%	Recall:88.68%
   13    56    62	RPs/Img: 59.79	IOU: 66.11%	Recall:90.32%
   14    60    66	RPs/Img: 59.33	IOU: 66.12%	Recall:90.91%
   15    61    67	RPs/Img: 56.25	IOU: 66.50%	Recall:91.04%
   16    62    68	RPs/Img: 55.24	IOU: 66.47%	Recall:91.18%
   17    63    69	RPs/Img: 53.56	IOU: 66.56%	Recall:91.30%
   18    64    70	RPs/Img: 52.11	IOU: 66.54%	Recall:91.43%
   19    65    71	RPs/Img: 51.45	IOU: 66.84%	Recall:91.55%
   20    71    77	RPs/Img: 57.29	IOU: 67.51%	Recall:92.21%
   21    82    90	RPs/Img: 63.64	IOU: 66.00%	Recall:91.11%
   22    86    94	RPs/Img: 67.09	IOU: 66.52%	Recall:91.49%
   23    91    99	RPs/Img: 65.54	IOU: 66.40%	Recall:91.92%
   24    92   100	RPs/Img: 66.24	IOU: 66.71%	Recall:92.00%
   25    93   101	RPs/Img: 65.19	IOU: 66.72%	Recall:92.08%
   26    96   104	RPs/Img: 65.37	IOU: 67.00%	Recall:92.31%
   27   100   108	RPs/Img: 64.89	IOU: 67.63%	Recall:92.59%
   28   101   109	RPs/Img: 62.93	IOU: 67.61%	Recall:92.66%
